Latin Name,Common Name,Date,Year,Hectad,Monad,Grid reference in Irish Grid,Location,Location Name,Survey Name,Observation Key,Sensitive Species
Parapholis incurva,Curved Hard-grass,28/06/2005,2005,O23,,,"Howth Head, Co. Dublin",,Miscellaneous NPWS Records,DSS00520000007LI,Yes
Pyrola rotundifolia subsp. maritima,Round-leaved Wintergreen,16/07/2005,2005,T12,T1125,T1128525470,"Raven Nature Reserve, Co. Wexford",Raven Point Nature Reserve,Miscellaneous NPWS Records,DSS00520000007LN,
Hordeum secalinum,Meadow Barley,2005,2005,R25,,R25,"Aughinish, Co. Limerick",Aughinish,Miscellaneous NPWS Records,DSS00520000007LX,
Sanguisorba officinalis,Great Burnet,2005,2005,R25,,R25,"Aughinish, Co. Limerick",Aughinish,Miscellaneous NPWS Records,DSS00520000007LY,
Sanguisorba officinalis,Great Burnet,2005,2005,R25,,R25,"Aughinish, Co. Limerick",Aughinish,Miscellaneous NPWS Records,DSS00520000007LZ,
Eriophorum gracile,Slender Cottongrass,26/07/2005,2005,V78,V7881,V7839481375,"Maghanlawaun, Caragh River valley, Co. Kerry",Maghanlawaun,Miscellaneous NPWS Records,DSS00520000007M3,
Schoenoplectus triqueter,Triangular Club-rush,13/06/2006,2006,R55,R5554,R5583154859,"Ballinacurra Creek, Co. Limerick",Ballinacurra Creek - B5 crossing,Miscellaneous NPWS Records,DSS00520000007MJ,
Schoenoplectus triqueter,Triangular Club-rush,13/06/2006,2006,R55,R5355,R5341555791,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007MQ,
Schoenoplectus triqueter,Triangular Club-rush,13/06/2006,2006,R55,R5355,R5346855801,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007MY,
Schoenoplectus triqueter,Triangular Club-rush,13/06/2006,2006,R55,R5355,R5371755943,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007N2,
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5356,R5391556049,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007N7,
Schoenoplectus triqueter,Triangular Club-rush,13/06/2006,2006,R55,R5356,R5372256017,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007NA,
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5456,R5441056087,"South Shore of River Shannon, Co. Limerick",South Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007NC,
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5356,R5344256295,"North Shore of River Shannon, Co. Limerick",North Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007NJ,
Schoenoplectus triqueter,Triangular Club-rush,15/06/2006,2006,R55,R5356,R5367856408,"North Shore of River Shannon, Co. Limerick",North Shore of River Shannon - back creek,Miscellaneous NPWS Records,DSS00520000007NL,
Schoenoplectus triqueter,Triangular Club-rush,16/06/2006,2006,R55,R5258,R5231858367,"Meelick Creek, Co. Limerick",Meelick Creek c. 60 m south west of proposed road crossing on Meelick Creek,Miscellaneous NPWS Records,DSS00520000007NQ,
Schoenoplectus triqueter,Triangular Club-rush,16/06/2006,2006,R55,R5159,R5171659162,"Cratloe Creek, Co. Limerick",Cratloe Creek: connection to N18,Miscellaneous NPWS Records,DSS00520000007NU,
Spiranthes romanzoffiana,Irish Lady's-tresses,12/08/2007,2007,G92,G9723,G979234,"Kilgarriff, Dowra, Co. Leitrim","Kilgariff, Dowra",Miscellaneous NPWS Records,DSS00520000007O6,
Spiranthes romanzoffiana,Irish Lady's-tresses,19/08/2007,2007,G92,G9823,G985237,"Kilgarriff, Dowra, Co. Leitrim","Kilgariff, Dowra",Miscellaneous NPWS Records,DSS00520000007O7,
Spiranthes romanzoffiana,Irish Lady's-tresses,19/08/2007,2007,G92,G9823,G983233,"Bunbeg, Ballinagleragh, Co. Leitrim","Bunbeg, Ballinagleragh",Miscellaneous NPWS Records,DSS00520000007O8,
Spiranthes romanzoffiana,Irish Lady's-tresses,19/08/2007,2007,G92,G9822,G982228,"Bunbeg, Ballinagleragh, Co. Leitrim","Bunbeg, Ballinagleragh",Miscellaneous NPWS Records,DSS00520000007O9,
Cephalanthera longifolia,Narrow-leaved Helleborine,08/06/2007,2007,L97,,,"Brackloon Woods, Co. Mayo",Brackloon Woods,Miscellaneous NPWS Records,DSS00520000007OC,Yes
Pyrola rotundifolia subsp. maritima,Round-leaved Wintergreen,25/07/2007,2007,T12,T1125,T1119125652,"Raven Nature Reserve, Co. Wexford",Raven,Miscellaneous NPWS Records,DSS00520000007OF,
Pyrola rotundifolia subsp. maritima,Round-leaved Wintergreen,Jul-07,2007,T12,T1125,T1133125920,"Raven Nature Reserve, Co. Wexford",Raven,Miscellaneous NPWS Records,DSS00520000007OG,
Galeopsis angustifolia,Red Hemp-nettle,22/08/2007,2007,N80,N8402,N841026,"Usk, Co. Kildare",Usk,Miscellaneous NPWS Records,DSS00520000007OU,
Groenlandia densa,Opposite-leaved Pondweed,07/09/2007,2007,R34,R3643,R36874334,"Doohyle Lough, Rathkeale, Co. Limerick","Just W. of Doohyle Lough, Rathkeale",Miscellaneous NPWS Records,DSS00520000007SU,
Groenlandia densa,Opposite-leaved Pondweed,14/09/2007,2007,R44,R4647,R46484737,"North of Adare, Co. Limerick",North of Adare,Miscellaneous NPWS Records,DSS00520000007T2,
Spiranthes romanzoffiana,Irish Lady's-tresses,2004,2004,G92,G9624,G9619224147,"Cornyn's/Maguire's Lough, Lough Allen, Co. Leitrim",Cornyn's/Maguire's Lough,John Matthews 2004 Notebooks,DSS00520000008UF,
Spiranthes romanzoffiana,Irish Lady's-tresses,2004,2004,G91,G9413,G9413,"Mount Allen, Co. Roscommon",Mount Allen,John Matthews 2004 Notebooks,DSS00520000008UG,
Pseudorchis albida,Small-white Orchid,24/06/2004,2004,H03,,H03,"Cornahaw to Blacklion, Co. Cavan",Near Cornahaw,John Matthews 2004 Notebooks,DSS00520000008XP,
Spiranthes romanzoffiana,Irish Lady's-tresses,10/08/2005,2005,G92,G9723,G9723,"Kilgarriff Marsh, Co. Leitrim",Kilgarriff,John Matthews 2005 Notebooks,DSS00520000009CL,
Spiranthes romanzoffiana,Irish Lady's-tresses,15/08/2005,2005,G92,,G92,"Lough Allen, Co. Leitrim",Lough Allen,John Matthews 2005 Notebooks,DSS00520000009CS,
Limosella aquatica,Mudwort,05/09/2005,2005,G91,G9413,G9413,"Mount Allen, Co. Roscommon",Mountallen,John Matthews 2005 Notebooks,DSS00520000009DY,
Limosella aquatica,Mudwort,14/09/2005,2005,G92,G9624,G9623424221,"Rossmore, Lough Allen, Co. Leitrim","Rossmore, Lough Allen",John Matthews 2005 Notebooks,DSS00520000009EB,
Limosella aquatica,Mudwort,14/09/2005,2005,G92,G9623,G9647423574,"Rossmore, Lough Allen, Co. Leitrim","Rossmore, Lough Allen",John Matthews 2005 Notebooks,DSS00520000009EE,
Limosella aquatica,Mudwort,14/09/2005,2005,G92,G9623,G9655923637,"Rossmore, Lough Allen, Co. Leitrim","Rossmore, Lough Allen",John Matthews 2005 Notebooks,DSS00520000009EG,
Limosella aquatica,Mudwort,15/09/2005,2005,G92,G9823,G9840623830,"Kilgarriff Marsh, Co. Leitrim",Kilgarriff Lough,John Matthews 2005 Notebooks,DSS00520000009EQ,
Limosella aquatica,Mudwort,16/09/2005,2005,G91,G9514,G9510314574,"Strabragan, Lough Allen, Co. Roscommon","Strabaggen, Lough Allen",John Matthews 2005 Notebooks,DSS00520000009ER,
Groenlandia densa,Opposite-leaved Pondweed,26/06/1964,1964,V98,V9488,V9488,"Ross Castle, Killarney National Park, Co. Kerry","Around Ross Castle, Killarney, Co. Kerry",Miscellaneous Rare Plant Records,DSS0052000000CEY,
Pilularia globulifera,Pillwort,24/07/1971,1971,V98,,V98,"Lough Leane, Killarney National Park, Co. Kerry","Lough Leane, Killarney, Co. Kerry",Miscellaneous Rare Plant Records,DSS0052000000CF0,
Pilularia globulifera,Pillwort,03/08/1971,1971,V88,,V88,Upper Lake Killarney,"Upper Lake, Killarney National Park, Co. Kerry",Miscellaneous Rare Plant Records,DSS0052000000CF3,
Trichomanes speciosum,Killarney Fern,29/05/2000,2000,V65,,,Details held by NPWS,,Miscellaneous Rare Plant Records,DSS0052000000CF6,Yes
Eriophorum gracile,Slender Cottongrass,21/08/2000,2000,M22,M2526,M251268,"Loch na Scardan, Tonabrucky, Co. Galway","Loch na Scardan, a scraw-covered lake at Tonabrucky, Co. Galway",Miscellaneous Rare Plant Records,DSS0052000000CF7,
Hypericum hirsutum,Hairy St John's-wort,Jun-02,2002,O03,,O03,"St. Catherine's Woods, St. Catherine's Park, Co. Dublin",St Catherine's Wood,Miscellaneous Rare Plant Records,DSS0052000000CFS,
Equisetum x moorei,Moore's Horsetail,27/09/2002,2002,T24,T2043,T2059943088,"Cahore Sand Dunes, Co. Wexford",Southern end of Cahore Sand Dunes,Miscellaneous Rare Plant Records,DSS0052000000CFX,
Ceratophyllum submersum,Soft Hornwort,10/08/2002,2002,T24,T2044,T2088244209,"Fodagh, Cahore Dunes, Co. Wexford","Southern end of Fodagh townland, Cahore Dunes",Miscellaneous Rare Plant Records,DSS0052000000CFY,
Cephalanthera longifolia,Narrow-leaved Helleborine,Apr-01,2001,V95,,,"Glengarriff, Co. Cork",Glengarriff Nature Reserve,Miscellaneous Rare Plant Records,DSS0052000000CFZ,Yes
Lotus subbiflorus,Hairy Bird's-foot-trefoil,19/09/2002,2002,T02,T0929,T0985029763,"Screen Hills, Co. Wexford",Screen Hills,Miscellaneous Rare Plant Records,DSS0052000000CG0,
Eriophorum gracile,Slender Cottongrass,31/03/2004,2004,M70,M7101,M711011,"Reyndrumadda, Slieve Aughty Bog, Co. Galway","Reyndrumadda, Slieve Aughty Bog",Miscellaneous Rare Plant Records,DSS0052000000CGS,
Hordeum secalinum,Meadow Barley,18/08/2004,2004,R37,R3470,R345702,"Islandmagrath Point, SW of Clarecastle, Co. Clare","Islandmagrath Point, Co. Clare",Miscellaneous Rare Plant Records,DSS0052000000CGT,
Saxifraga hirculus,Marsh Saxifrage,27/02/2003,2003,F92,F9328,F934283,"Slieve Fyagh, Co. Mayo","Slieve Fyagh, Co. Mayo",Miscellaneous Rare Plant Records,DSS0052000000CH2,
Cephalanthera longifolia,Narrow-leaved Helleborine,07/05/2003,2003,V95,,,"Glengarriff, Co. Cork","Glengarriff Nature Reserve, Co. Cork",Miscellaneous Rare Plant Records,DSS0052000000CH3,Yes
Groenlandia densa,Opposite-leaved Pondweed,10/01/2005,2005,R45,R4851,R48415126,"Glascurram, near Ferry Bridge, River Mague, Co. Limerick","Near Ferry Bridge, River Maigue, Co. Limerick",Miscellaneous Rare Plant Records,DSS0052000000CH6,
Groenlandia densa,Opposite-leaved Pondweed,May-98,1998,S42,S4221,S421215,"Ballylynch, East of Carrick-on-Suir, Co. Tipperary","Ballylynch townland by River Suir, east of Carrick-on-Suir, Co. Tipperary",Miscellaneous Rare Plant Records,DSS0052000000CH7,
Groenlandia densa,Opposite-leaved Pondweed,13/04/2005,2005,S42,S4221,S421215,"Ballylynch, East of Carrick-on-Suir, Co. Tipperary","Ballylynch townland by River Suir, east of Carrick-on-Suir, Co. Tipperary",Miscellaneous Rare Plant Records,DSS0052000000CH8,
Groenlandia densa,Opposite-leaved Pondweed,May 2005 - July 2005,2005,X19,X1098,X1020498145,"South of Cappoquin, Co. Waterford","River Blackwater, south of Cappoquin, Co. Waterford",Miscellaneous Rare Plant Records,DSS0052000000CHA,
Hypericum hirsutum,Hairy St John's-wort,22/08/2005,2005,O03,,O03,"Luttrellstown Castle Demense, Co. Dublin",Luttrellstown Castle Demense,Miscellaneous Rare Plant Records,DSS0052000000CHC,
Alchemilla alpina,Alpine Lady's-mantle,Jul-06,2006,O00,,O00,"Tonelagee, Co. Wicklow",Tonelagee,Miscellaneous Rare Plant Records,DSS0052000000CHF,
Minuartia recurva,Recurved Sandwort,2006,2006,V85,,,"Caha Mountains, Co. Kerry",Caha Mountains,Miscellaneous Rare Plant Records,DSS0052000000CHG,Yes
Minuartia recurva,Recurved Sandwort,2006,2006,V85,,,"Caha Mountains, Co. Kerry",Caha Mountains,Miscellaneous Rare Plant Records,DSS0052000000CHH,Yes
Minuartia recurva,Recurved Sandwort,2006,2006,V85,,,"Caha Mountains, Co. Kerry",Caha Mountains,Miscellaneous Rare Plant Records,DSS0052000000CHI,Yes
Alchemilla glaucescens,Silky Lady's mantle,17/07/2006,2006,G73,G7937,G7946837614,"Doons, Co. Leitrim","1.05 km north of northern shore of Doon Lough, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CHK,
Spiranthes romanzoffiana,Irish Lady's-tresses,01/08/2006,2006,W13,W1436,W14373651,"Kilnaclasha, Skibbereen, Co. Cork","Kilnaclasha, Skibbereen",Miscellaneous Rare Plant Records,DSS0052000000CHL,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,Aug-06,2006,W64,W6349,W63094987,"Commoge Marsh, Kinsale, Co. Cork","Commoge Marsh, Kinsale",Miscellaneous Rare Plant Records,DSS0052000000CHO,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,Aug-07,2007,W64,W6349,W63094987,"Commoge Marsh, Kinsale, Co. Cork","Commoge Marsh, Kinsale, Co. Cork",Miscellaneous Rare Plant Records,DSS0052000000CHP,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,23/06/2008,2008,W64,W6349,W63094987,"Commoge Marsh, Kinsale, Co. Cork","Commoge Marsh, Kinsale, Co. Cork",Miscellaneous Rare Plant Records,DSS0052000000CHQ,
Cephalanthera longifolia,Narrow-leaved Helleborine,13/06/2007,2007,V78,,,"Near Lough Caragh, Co. Kerry",,Miscellaneous Rare Plant Records,DSS0052000000CHR,Yes
Cephalanthera longifolia,Narrow-leaved Helleborine,27/06/2007,2007,V87,,,"Carrig East, Co. Kerry",Carrig East,Miscellaneous Rare Plant Records,DSS0052000000CHS,Yes
Alchemilla glaucescens,Silky Lady's mantle,30/06/2007,2007,G73,G7936,G798367,"Doons, Co. Leitrim",Hill north of Doon Lough,Miscellaneous Rare Plant Records,DSS0052000000CHU,
Betonica officinalis,Betony,07/08/2007,2007,V54,,V54,"Ballynacarriga, Garnish, Beara Peninsula, Co. Cork","Ballynacarriga, Garnish, Beara Peninsula",Miscellaneous Rare Plant Records,DSS0052000000CI1,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,20/09/2007,2007,O23,,O23,"Booterstown, Co. Dublin",Booterstown,Miscellaneous Rare Plant Records,DSS0052000000CI3,
Puccinellia fasciculata,Borrer's Saltmarsh-grass,27/09/2007 - 28/09/2007,2007,X07,X0571,X0571,"Ballymacoda, Co. Cork",Ballymacoda,Miscellaneous Rare Plant Records,DSS0052000000CI4,
Hordeum secalinum,Meadow Barley,2007,2007,O24,O2343,O2348143269,"Sluice River Marsh, Portmarnock, Co. Dublin","Sluice River Marsh, Portmarnock",Miscellaneous Rare Plant Records,DSS0052000000CI6,
Trollius europaeus,Globeflower,13/06/2008,2008,C12,C1824,C1852124320,"Lough Fern, Co. Donegal",Lough Fern,Miscellaneous Rare Plant Records,DSS0052000000CI9,
Pyrola rotundifolia subsp. maritima,Round-leaved Wintergreen,15/08/2008,2008,T12,T1125,T1119125652,"Raven Point, Co. Wexford",Raven,Miscellaneous Rare Plant Records,DSS0052000000CIA,
Pyrola rotundifolia subsp. maritima,Round-leaved Wintergreen,15/08/2008,2008,T12,T1125,T1133125920,"Raven Point, Co. Wexford",Raven,Miscellaneous Rare Plant Records,DSS0052000000CIB,
Spiranthes romanzoffiana,Irish Lady's-tresses,02/08/2008,2008,G92,G9723,G979234,"Kilgarriff, Dowra, Co. Leitrim","Kilgariff, Dowra, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CIC,
Spiranthes romanzoffiana,Irish Lady's-tresses,02/08/2008,2008,G92,G9823,G985237,"Kilgarriff, Dowra, Co. Leitrim","Kilgariff, Dowra, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CID,
Spiranthes romanzoffiana,Irish Lady's-tresses,02/08/2008,2008,G92,G9823,G983233,"Bunbeg, Ballinagleragh, Co. Leitrim","Bunbeg, Ballinagleragh, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CIE,
Spiranthes romanzoffiana,Irish Lady's-tresses,02/08/2008,2008,G92,G9822,G982228,"Bunbeg, Ballinagleragh, Co. Leitrim","Bunbeg, Ballinagleragh, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CIF,
Spiranthes romanzoffiana,Irish Lady's-tresses,07/08/2008,2008,G92,G9321,G937218,"Spencer Harbour, Lough Allen, Co. Leitrim","Spencer Harbour, Gubb, Drumkeerin, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CIG,
Spiranthes romanzoffiana,Irish Lady's-tresses,07/08/2008,2008,G92,G9322,G935221,"Lecarrow, Drumkeerin, Co. Leitrim","Lecarrow, Drumkeerin, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CIH,
Spiranthes romanzoffiana,Irish Lady's-tresses,08/08/2008,2008,G92,G9822,G982224,"Fahy, Lough Allen, Co. Leitrim","Fahy, Ballinagleragh, Co. Leitrim",Miscellaneous Rare Plant Records,DSS0052000000CII,
Pyrola minor,Common Wintergreen,28/07/2009,2009,S48,S4383,S439833,"Abbeyleix, Co. Laois","Eastern edge of Abbeyleix Bog, Abbeyleix, Co. Laois",Miscellaneous Rare Plant Records,DSS0052000000CIL,
Sarcocornia perennis,Perennial Glasswort,2010,2010,S80,S8207,S828078,"Bannow, Co. Wexford",Bannow Bay,Miscellaneous Rare Plant Records,DSS0052000000CIM,
Pseudorchis albida,Small-white Orchid,25/08/2010,2010,H02,H0328,H0317728330,"Corleckagh Lower, Co. Cavan","Corleckagh Lower, Co. Cavan",Miscellaneous Rare Plant Records,DSS0052000000CIN,
Cephalanthera longifolia,Narrow-leaved Helleborine,02/07/2007,2007,V78,,,"Near Lough Caragh, Co. Kerry",,Miscellaneous Rare Plant Records,DSS0052000000CIO,Yes
Cephalanthera longifolia,Narrow-leaved Helleborine,31/08/2005,2005,N04,,,"Creaghduff, Co. Westmeath","Creaghduff, Co. Westmeath",Miscellaneous Rare Plant Records,DSS0052000000CIP,Yes
Cephalanthera longifolia,Narrow-leaved Helleborine,15/06/2006,2006,G98,,,"Ardnamona Wood, Co. Donegal","Adrnamona Wood, Co. Donegal",Miscellaneous Rare Plant Records,DSS0052000000CIQ,Yes
Trichomanes speciosum,Killarney Fern,15/06/2006,2006,G98,,,Details held by NPWS,,Miscellaneous Rare Plant Records,DSS0052000000CIR,Yes
Spiranthes romanzoffiana,Irish Lady's-tresses,Aug-08,2008,H18,H1389,H1389,"Trusk Lough, Co. Donegal","Trusk Lough, Co. Donegal",Miscellaneous Rare Plant Records,DSS0052000000CIS,
Spiranthes romanzoffiana,Irish Lady's-tresses,Aug-09,2009,H18,H1389,H131898,"Trusk Lough, Co. Donegal","Kinletter (Trusk Lough), Co. Donegal",Miscellaneous Rare Plant Records,DSS0052000000CIT,
Alopecurus aequalis,Orange Foxtail,Oct-04,2004,M94,M9349,M935498,"Lough Funshinagh, Co. Roscommon","Lough Funshinagh, Co. Roscommon",Miscellaneous Rare Plant Records,DSS0052000000CIV,
Calamagrostis epigejos,Wood Small-reed,Oct-03,2003,M94,M9540,M954407,"East of Castlesampson Esker, Co. Roscommon","East of Castlesampson Esker, Co. Roscommon",Miscellaneous Rare Plant Records,DSS0052000000CIW,
Callitriche truncata,Short-leaved Water-starwort,Jul-03,2003,S93,S9735,S976353,"Burrmount House, Co. Wexford","West bank of River Slaney, below Burrmount House, Co. Wexford",Miscellaneous Rare Plant Records,DSS0052000000CIX,
Callitriche truncata,Short-leaved Water-starwort,Oct-03,2003,S93,S9735,S977355,"Burrmount House, Co. Wexford","Opposite Brownswood Castle, Burrmount House, Co. Wexford",Miscellaneous Rare Plant Records,DSS0052000000CIY,
Centaurium pulchellum,Lesser Centaury,Aug-03,2003,T00,T0506,T0506,"Tacumshin Lake, Co. Wexford","Tacumshin Lake, Co. Wexford",Miscellaneous Rare Plant Records,DSS0052000000CJ1,
Centaurium pulchellum,Lesser Centaury,2005,2005,O23,O2236,O22443657,"North Bull Island, Clontarf, Co. Dublin","North Bull Island, Co. Dublin",Miscellaneous Rare Plant Records,DSS0052000000CJ2,
Groenlandia densa,Opposite-leaved Pondweed,Aug-07,2007,S41,S4717,S477178,"Below Killowen Orchards, Co. Waterford","Below Killowen Orchards, Co. Waterford",Miscellaneous Rare Plant Records,DSS0052000000CJ8,
Hordeum secalinum,Meadow Barley,Jul-07,2007,O24,O2343,O235433,"Sluice River Marsh, Portmarnock, Co. Dublin","Sluice River, Co. Dublin",Miscellaneous Rare Plant Records,DSS0052000000CJ9,
Hordeum secalinum,Meadow Barley,Jul-07,2007,S61,S6510,S655108,"Blenheim, by Ballycanvan Stream, Co. Waterford","Blenheim, by Ballycanvan Stream, Co. Waterford",Miscellaneous Rare Plant Records,DSS0052000000CJA,
Hypericum hirsutum,Hairy St John's-wort,May-07,2007,N93,N9738,N9738,"Carton, Co. Kildare","Carton, Co. Kildare",Miscellaneous Rare Plant Records,DSS0052000000CJB,
Lotus subbiflorus,Hairy Bird's-foot-trefoil,Apr-06,2006,T13,T1538,T158382,"Kilmuckridge, Co. Wexford","Kilmuckridge Roadstone Quarry, Co. Wexford",Miscellaneous Rare Plant Records,DSS0052000000CJE,
Viola hirta,Hairy Violet,May-08,2008,R24,R2948,R299488,"Craggs Turlough, Co. Limerick","Craggs Turlough, Co. Limerick",Miscellaneous Rare Plant Records,DSS0052000000CJR,
Hordeum secalinum,Meadow Barley,1998,1998,N01,N0218,N023185,"Bullock Island, Shannon Harbour, Shannon Callows, Co. Offaly","Bullock Island, Shannon Callows, Co. Offaly",Miscellaneous Rare Plant Records,DSS0052000000D69,
Hordeum secalinum,Meadow Barley,1998,1998,N01,N0015,N009157,"Banagher Marina, Co. Offaly","Banagher Marina, Co. Offaly",Miscellaneous Rare Plant Records,DSS0052000000D6B,
Groenlandia densa,Opposite-leaved Pondweed,1998,1998,M91,M9412,M943129,"Meelick, Eyrecourt, Co. Galway","Meelick pumphouse, Eyrecourt, Co. Galway",Miscellaneous Rare Plant Records,DSS0052000000D6N,
Groenlandia densa,Opposite-leaved Pondweed,1993,1993,N01,N0318,N030180,"Shannon Harbour, Co. Offaly","Shannon Harbour, Co. Offaly",Miscellaneous Rare Plant Records,DSS0052000000D6Y,
Groenlandia densa,Opposite-leaved Pondweed,1993,1993,M91,M9212,M924125,"Slaghta, Eyrecourt, Co. Galway","Slaghta, near Meelick, Eyrecourt, Co. Galway",Miscellaneous Rare Plant Records,DSS0052000000D6Z,
Pyrola minor,Common Wintergreen,1971,1971,N26,N2966,N292669,"Rockfield Wood, Glen Lough, Co. Westmeath","Rockfield Wood, Glen Lough, Co. Westmeath",Miscellaneous Rare Plant Records,DSS0052000000D71,
Asplenium obovatum,Lanceolate Spleenwort,04/02/1997,1997,V72,V7326,V73822680,"Three Castle Head, Oughtminee, Co. Cork","Three Castle Head, Oughtminee, Co. Cork",Miscellaneous Rare Plant Records,DSS0052000000D7S,
